Nickname,bandgap(eV),c_smiles,newSMILES
PBDTBT,1.67,CCCCCCCCC(CCCCCC)COc1c2cc(-c3ccc(C)c4nsnc34)sc2c(OCC(CCCCCC)CCCCCCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1ccc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2ccc(C)c3nsnc23)c2nsnc12
BFR2,1.59,CCCCCCc1cc(-c2c3cc(-c4cc(F)c(C)c5nsnc45)sc3c(-c3cc(CCCCCC)c(CC(CC)CCCC)s3)c3cc(C)sc23)sc1CC(CC)CCCC,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1cc(F)c(-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2cc(F)c(C)c3nsnc23)c2nsnc12
HMPBDT,2.31,CCCCCCCCC(CCCCCC)Cc1ccc(-c2c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3cc(C)sc3c3sc(C)cc23)s1,Cc1cc2c(-c3cccs3)c(-c3cccs3)c3cc(sc3c2s1)-c1cc2c(-c3cccs3)c(-c3cccs3)c3cc(sc3c2s1)-c1cc2c(-c3cccs3)c(-c3cccs3)c3cc(C)sc3c2s1
DTS-T-Chy,1.56,CCCCCCC(CCCCCC)=C1C(=O)c2c(C)sc(-c3ccc(-c4cc5c(s4)-c4sc(-c6ccc(C)s6)cc4[Si]5(CC(CC)CCCC)CC(CC)CCCC)s3)c2C1=O,CC(C)=C1C(=O)c2c(C)sc(-c3ccc(s3)-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3ccc(s3)-c3sc(-c4ccc(s4)-c4cc5c(s4)-c4sc(cc4[Si]5(C)C)-c4ccc(C)s4)c4C(=O)C(=C(C)C)C(=O)c34)c2C1=O
PBDTBT (Z3),1.85,CCCCCCc1cc(C)sc1-c1ccc(-c2sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)cc2CCCCCC)c2nsnc12,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1cc(C)c(s1)-c1ccc(-c2sc(cc2C)-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2cc(C)c(s2)-c2ccc(-c3sc(C)cc3C)c3nsnc23)c2nsnc12
PBDT-TPD (P8),1.84,CCCCCCCCN1C(=O)c2c(-c3sc(C)cc3CC)sc(-c3sc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)cc3CC)c2C1=O,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1cc(C)c(s1)-c1sc(-c2sc(cc2C)-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2cc(C)c(s2)-c2sc(-c3sc(C)cc3C)c3C(=O)N(C)C(=O)c23)c2C(=O)N(C)C(=O)c12
PBdT-DTBT,1.7,CCCCCCCCOc1c(OCCCCCCCC)c2sc(-c3sc(-c4ccc(-c5cc(CCCCCC)c(C)s5)c5nsnc45)cc3CCCCCC)cc2c2cc(C)sc12,COc1c(OC)c2sc(cc2c2cc(C)sc12)-c1sc(cc1C)-c1ccc(-c2cc(C)c(s2)-c2cc3c4cc(sc4c(OC)c(OC)c3s2)-c2sc(cc2C)-c2ccc(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12
PBDTTPD,1.85,CCCCCCCCN1C(=O)c2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2C1=O,CN1C(=O)c2c(sc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(cc5c(-c5cccs5)c4s3)-c3ccc(s3)-c3sc(-c4ccc(s4)-c4cc5c(-c6cccs6)c6sc(C)cc6c(-c6cccs6)c5s4)c4C(=O)N(C)C(=O)c34)c2C1=O)-c1ccc(C)s1
pDSBT-BHTBT,1.8,CCCCCCc1cc(-c2ccc(-c3cc(CCCCCC)c(-c4cc5c(s4)-c4sc(C)cc4[Si](CCCC)(CCCC)[Si]5(CCCC)CCCC)s3)c3nsnc23)sc1C,Cc1cc2c(s1)-c1sc(cc1[Si](C)(C)[Si]2(C)C)-c1sc(cc1C)-c1ccc(-c2cc(C)c(s2)-c2cc3c(s2)-c2sc(cc2[Si](C)(C)[Si]3(C)C)-c2sc(cc2C)-c2ccc(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12
PTTTPD-C8 (P2),1.87,CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4sc(C)c5c4C(=O)N(CCCCCCCC)C5=O)s3)s2)sc1C,CN1C(=O)c2c(C)sc(-c3sc(cc3C)-c3ccc(s3)-c3cc(C)c(s3)-c3sc(-c4sc(cc4C)-c4ccc(s4)-c4cc(C)c(C)s4)c4C(=O)N(C)C(=O)c34)c2C1=O
PTTFPD-C8 (P6),1.87,CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4oc(C)c5c4C(=O)N(CCCCCCCC)C5=O)s3)s2)sc1C,CN1C(=O)c2c(C)oc(-c3sc(cc3C)-c3ccc(s3)-c3cc(C)c(s3)-c3oc(-c4sc(cc4C)-c4ccc(s4)-c4cc(C)c(C)s4)c4C(=O)N(C)C(=O)c34)c2C1=O
P9,1.6,CCCCCCCCC(CCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCC)CCCCCCCC)c(-c4ccc(C)[se]4)s3)c3nsnc23)sc1C,Cc1ccc([se]1)-c1sc(cc1C)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2ccc([se]2)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12
PBdT-BTz,2.01,CCCCCCCCOc1c(OCCCCCCCC)c2sc(-c3ccc(-c4sc(-c5nc(CCCCCC)c(-c6ccc(C)s6)s5)nc4CCCCCC)s3)cc2c2cc(C)sc12,COc1c(OC)c2sc(cc2c2cc(C)sc12)-c1ccc(s1)-c1sc(nc1C)-c1nc(C)c(s1)-c1ccc(s1)-c1cc2c3cc(sc3c(OC)c(OC)c2s1)-c1ccc(s1)-c1sc(nc1C)-c1nc(C)c(s1)-c1ccc(C)s1
PBDTTPD (P2),1.88,CCCCCCCCC(CCCCCCCC)N1C(=O)c2c(C)sc(-c3cc4c(OC[C@@H](CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c2C1=O,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1sc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(C)c3C(=O)N(C)C(=O)c23)c2C(=O)N(C)C(=O)c12
TP4,1.46,CCCCCCCCCCC(CCCCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(-c4sc(-c5ccc(C)s5)c5nc(-c6ccccc6)c(-c6ccccc6)nc45)s3)cc21,Cc1ccc(s1)-c1sc(-c2ccc(s2)-c2ccc3c(c2)n(C)c2cc(ccc32)-c2ccc(s2)-c2sc(-c3ccc(s3)-c3ccc4c(c3)n(C)c3cc(C)ccc43)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1
P8,1.54,CCCCCCCCC(CCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCC)CCCCCCCC)c(-c4ccc(C)s4)s3)c3nsnc23)sc1C,Cc1ccc(s1)-c1sc(cc1C)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12
PBDTTDTBTz,1.78,CCCCCCCCn1nc2c(-c3ccc(C)s3)ccc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6oc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5o4)s3)c2n1,Cc1cc2c(-c3cccs3)c3oc(cc3c(-c3cccs3)c2o1)-c1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4oc(cc4c(-c4cccs4)c3o2)-c2ccc(s2)-c2ccc(-c3ccc(C)s3)c3nn(C)nc23)c2nn(C)nc12
PIDTV-ffBT,1.53,CCCCCCCCC(/C=C1\c2cc3c(cc2-c2sc(C)cc21)/C(=C\C(CCCCCC)CCCCCCCC)c1cc(-c2c(F)c(F)c(C)c4nsnc24)sc1-3)CCCCCC,Cc1cc2C(=C)c3cc-4c(cc3-c2s1)C(=C)c1cc(sc-41)-c1c(F)c(F)c(-c2cc3C(=C)c4cc-5c(cc4-c3s2)C(=C)c2cc(sc-52)-c2c(F)c(F)c(C)c3nsnc23)c2nsnc12
PBDT-TS3,1.61,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(SCCC(C)CCCC(C)C)s5)c5sc(C)cc5c(-c5ccc(SCCC(C)CCCC(C)C)s5)c4s3)sc(C)c2c1F,COC(=O)c1sc2c(sc(C)c2c1F)-c1cc2c(-c3ccc(SC)s3)c3sc(cc3c(-c3ccc(SC)s3)c2s1)-c1sc(-c2cc3c(-c4ccc(SC)s4)c4sc(C)cc4c(-c4ccc(SC)s4)c3s2)c2sc(C(=O)OC)c(F)c12
PTB-8,1.9,CCCCCCC(CCCC)COc1c2cc(-c3sc(C)c4sc(COOCC(CC)CCCC)c(F)c34)sc2c(OCC(CCCC)CCCCCC)c2cc(C)sc12,COOCc1sc2c(C)sc(-c3cc4c(OC)c5sc(cc5c(OC)c4s3)-c3sc(-c4cc5c(OC)c6sc(C)cc6c(OC)c5s4)c4c(F)c(COOC)sc34)c2c1F
PBDTBT (Z4),1.55,CCCCCCOc1cc(C)sc1-c1ccc(-c2sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)cc2OCCCCCC)c2nsnc12,COc1cc(C)sc1-c1ccc(-c2sc(cc2OC)-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2cc(OC)c(s2)-c2ccc(-c3sc(cc3OC)-c3cc4c(OC)c5sc(C)cc5c(OC)c4s3)c3nsnc23)c2nsnc12
PIFTBT6,1.97,CCCCCCC1(CCCCCC)c2cc(C)ccc2-c2cc3c(cc21)-c1ccc(-c2ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s2)cc1C3(CCCCCC)CCCCCC,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2ccc3-c4cc5c(cc4C(C)(C)c3c2)-c2ccc(cc2C5(C)C)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3ccc4-c5cc6c(cc5C(C)(C)c4c3)-c3ccc(C)cc3C6(C)C)c3nsnc23)c2nsnc12
PDPP2FT-C16,1.4,CCCCCCCCCCCCCCCCN1C(=O)C2=C(c3ccc(-c4ccc(C)s4)o3)N(CCCCCCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)o1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)o1)c1ccc(o1)-c1ccc(s1)-c1ccc(o1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(o1)-c1ccc(C)s1
TTfT,1.38,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4sc(C)c(F)c4F)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1sc(c(F)c1F)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1sc(C)c(F)c1F
PDPP3T,1.33,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C)s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1ccc(s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1ccc(C)s1
PPhIBDT-ThEH (P3),2.07,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6c5C(=O)N(CC(CC)CCCC)C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CN1C(=O)c2c(C1=O)c(ccc2-c1ccc(C)s1)-c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(C)cc4c(-c4cccs4)c3s2)c2C(=O)N(C)C(=O)c12
DTS-C8,1.64,CCCCCCCCc1cc2c(cc1CCCCCCCC)C(=O)c1c(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)sc(C)c1C2=O,Cc1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1sc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2sc(C)c3c2C(=O)c2cc(C)c(C)cc2C3=O)c2c1C(=O)c1cc(C)c(C)cc1C2=O
PBDT-DTQx,1.72,CCCCCCc1ccc(-c2nc3c(C)ccc(-c4cc5c(-c6ccc(CCCCCC)s6)c6sc(C)cc6c(-c6ccc(CCCCCC)s6)c5s4)c3nc2-c2ccc(CCCCCC)s2)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(C)c3nc(-c4cccs4)c(nc23)-c2cccs2)c2nc(-c3cccs3)c(nc12)-c1cccs1
DTS-Ceh,1.62,CCCCC(CC)Cc1cc2c(cc1CC(CC)CCCC)C(=O)c1c(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)sc(C)c1C2=O,Cc1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1sc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2sc(C)c3c2C(=O)c2cc(C)c(C)cc2C3=O)c2c1C(=O)c1cc(C)c(C)cc1C2=O
TPO(CO)(2EH/C13),1.79,CCCCCCCCCCCCCC(=O)N1C(=O)c2c(C)sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2C1=O,CC(=O)N1C(=O)c2c(C)sc(-c3cc4c(-c5cccs5)c5sc(cc5c(-c5cccs5)c4s3)-c3sc(-c4cc5c(-c6cccs6)c6sc(C)cc6c(-c6cccs6)c5s4)c4C(=O)N(C(C)=O)C(=O)c34)c2C1=O
PPDT3,1.9,CCCCCCC(CCCC)Cn1c(=O)c2cc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc2c2sc(C)cc21,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1cc2c(s1)c1sc(cc1n(C)c2=O)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1cc2c(s1)c1sc(C)cc1n(C)c2=O
CPDT-co-TPADTA,1.69,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(C)sc2-c2sc(-c3ccc(N(c4ccc(C)cc4)c4ccc(/C=C\c5ccc(C=C6C(=O)N(CC)C(=S)N(CC)C6=O)s5)cc4)cc3)cc21,CN1C(=S)N(C)C(=O)C(=Cc2ccc(\C=C/c3ccc(cc3)N(c3ccc(C)cc3)c3ccc(cc3)-c3cc4c(s3)-c3sc(cc3C4(C)C)-c3ccc(cc3)N(c3ccc(\C=C/c4ccc(C=C5C(=O)N(C)C(=S)N(C)C5=O)s4)cc3)c3ccc(cc3)-c3cc4c(s3)-c3sc(C)cc3C4(C)C)s2)C1=O
P2,1.89,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3ccc(N(c4ccc(C)cc4)c4ccc(CCCCCCCC)cc4)cc3)s2)c2nonc2c1-c1ccc(C)s1,COc1c(OC)c(-c2ccc(s2)-c2ccc(cc2)N(c2ccccc2)c2ccc(cc2)-c2ccc(s2)-c2c(OC)c(OC)c(-c3ccc(s3)-c3ccc(cc3)N(c3ccccc3)c3ccc(C)cc3)c3nonc23)c2nonc2c1-c1ccc(C)s1
PTI-1,1.6,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4ccc(C)s4)ccc32)c2ccc(C)cc21,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(ccc23)-c2ccc(s2)-c2ccc3\C(C(=O)N(C)c3c2)=C2/C(=O)N(C)c3cc(ccc23)-c2ccc(C)s2)c2ccc(C)cc12
PTDBD2,1.67,CCCCCCC(CCCC)COC(=O)c1sc2c(C)sc(-c3cc4sc5c(CC(CCCC)CCCC)c6c(sc7cc(C)sc76)c(CC(CCCC)CCCC)c5c4s3)c2c1F,COC(=O)c1sc2c(C)sc(-c3cc4sc5c(C)c6c(sc7cc(sc67)-c6sc(-c7cc8sc9c(C)c%10c(sc%11cc(C)sc%10%11)c(C)c9c8s7)c7c(F)c(sc67)C(=O)OC)c(C)c5c4s3)c2c1F
PDTTTPD,1.84,CCCCCCCCc1c(-c2ccc(C)s2)sc2c(CCCCCCCC)c(-c3ccc(-c4sc(C)c5c4C(=O)N(CC(CCCCCC)CCCCCCCC)C5=O)s3)sc12,CN1C(=O)c2c(C)sc(-c3ccc(s3)-c3sc4c(C)c(sc4c3C)-c3ccc(s3)-c3sc(-c4ccc(s4)-c4sc5c(C)c(sc5c4C)-c4ccc(C)s4)c4C(=O)N(C)C(=O)c34)c2C1=O
PBDTDPT1,1.84,CCCCCCCCCCCCOc1c2cc(-c3sc(C)c4c3C(=O)N(CCCCCCCCCC)C4=O)sc2c(OCCCCCCCCCCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1sc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(C)c3C(=O)N(C)C(=O)c23)c2C(=O)N(C)C(=O)c12
PF-DTBTA,2.24,CCCCCCCCCCCCn1nc2c(-c3ccc(C)s3)ccc(-c3ccc(-c4ccc5c(c4)C(CCCCCCCC)(CCCCCCCC)c4cc(C)ccc4-5)s3)c2n1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2ccc3-c4ccc(cc4C(C)(C)c3c2)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3ccc4-c5ccc(C)cc5C(C)(C)c4c3)c3nn(C)nc23)c2nn(C)nc12
PDST-TT,1.63,CCCCCCSc1sc(-c2c3cc(-c4sc(C)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)sc3c(-c3cc(SCCCC)c(SCCCCCC)s3)c3cc(C)sc23)cc1SCCCC,COC(=O)c1sc2c(sc(C)c2c1F)-c1cc2c(-c3cc(SC)c(SC)s3)c3sc(cc3c(-c3cc(SC)c(SC)s3)c2s1)-c1sc(-c2cc3c(-c4cc(SC)c(SC)s4)c4sc(C)cc4c(-c4cc(SC)c(SC)s4)c3s2)c2sc(C(=O)OC)c(F)c12
PThTPTI,1.86,CCCCCCCCC(CCCCCC)Cn1c(=O)c2cc3c(cc2c2sc(C)cc21)c(=O)n(CC(CCCCCC)CCCCCCCC)c1cc(-c2ccc(C)s2)sc31,Cc1ccc(s1)-c1cc2n(C)c(=O)c3cc4c5sc(cc5n(C)c(=O)c4cc3c2s1)-c1ccc(s1)-c1cc2n(C)c(=O)c3cc4c5sc(C)cc5n(C)c(=O)c4cc3c2s1
PSeTD2,1.75,CCCCCCCCC(CCCCCC)Cn1c(=O)c2c3sc4c5sc(-c6ccc(C)[se]6)cc5n(CC(CCCCCC)CCCCCCCC)c(=O)c4c3sc2c2sc(C)cc21,Cc1cc2n(C)c(=O)c3c(sc4c3sc3c5sc(cc5n(C)c(=O)c43)-c3ccc([se]3)-c3cc4n(C)c(=O)c5c(sc6c5sc5c7sc(cc7n(C)c(=O)c65)-c5ccc(C)[se]5)c4s3)c2s1
PSeTPTI,1.77,CCCCCCCCC(CCCCCC)Cn1c(=O)c2cc3c(cc2c2sc(C)cc21)c(=O)n(CC(CCCCCC)CCCCCCCC)c1cc(-c2ccc(C)[se]2)sc31,Cc1cc2n(C)c(=O)c3cc4c5sc(cc5n(C)c(=O)c4cc3c2s1)-c1ccc([se]1)-c1cc2n(C)c(=O)c3cc4c5sc(cc5n(C)c(=O)c4cc3c2s1)-c1ccc(C)[se]1
PThTD2,1.82,CCCCCCCCC(CCCCCC)Cn1c(=O)c2c3sc4c5sc(-c6ccc(C)s6)cc5n(CC(CCCCCC)CCCCCCCC)c(=O)c4c3sc2c2sc(C)cc21,Cc1ccc(s1)-c1cc2n(C)c(=O)c3c(sc4c3sc3c5sc(cc5n(C)c(=O)c43)-c3ccc(s3)-c3cc4n(C)c(=O)c5c(sc6c5sc5c7sc(C)cc7n(C)c(=O)c65)c4s3)c2s1
TPfT,1.47,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc(F)c(C)cc4F)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc(F)c(cc1F)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc(F)c(C)cc1F
SO-PBDT,2.03,CCCCC(CC)COc1c2cc(-c3cc4c(SCC(CC)CCCC)c5sc(C)cc5c(SCC(CC)CCCC)c4s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1cc2c(SC)c3sc(cc3c(SC)c2s1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1cc2c(SC)c3sc(C)cc3c(SC)c2s1
PPEHTT,1.73,CCCCCCCCC(CCCCCC)Cn1c2cc(C)sc2c2sc(-c3cc(C[C@H](CC)CCCC)c(-c4nc5sc(-c6sc(C)cc6CC(CC)CCCC)nc5s4)s3)cc21,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc2n(C)c3cc(sc3c2s1)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc2n(C)c3cc(C)sc3c2s1
P1,1.91,CCCCCCCCOc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(-c4c(OCCCCCCCC)c(OCCCCCCCC)c(-c5ccc(C)s5)c5nonc45)s3)cc2)cc1,COc1ccc(cc1)N(c1ccc(C)cc1)c1ccc(cc1)-c1ccc(s1)-c1c(OC)c(OC)c(-c2ccc(s2)-c2ccc(cc2)N(c2ccc(OC)cc2)c2ccc(cc2)-c2ccc(s2)-c2c(OC)c(OC)c(-c3ccc(C)s3)c3nonc23)c2nonc12
PTDIDT,2.21,CCCCCCCCC1(CCCCCCCC)c2cc(C)ccc2-c2sc3c(c21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(C)s2)ccc1-3,Cc1ccc(s1)-c1ccc2-c3sc4-c5ccc(cc5C(C)(C)c4c3C(C)(C)c2c1)-c1ccc(s1)-c1ccc2-c3sc4-c5ccc(C)cc5C(C)(C)c4c3C(C)(C)c2c1
PDPPMT-2T,1.34,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3cc(C)c(-c4ccc(C)s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1cc(C)c(s1)-c1ccc(s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1cc(C)c(s1)-c1ccc(C)s1
PBTOTT,1.82,CCCCCCCCc1cc(-c2cc(CCCCCCCC)c(-c3cc(CCCCCCCC)c(-c4nc5sc(-c6sc(C)cc6CCCCCCCC)nc5s4)s3)s2)sc1C,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1sc(cc1C)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1sc(cc1C)-c1cc(C)c(C)s1
PDPPTPT,1.53,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C)cc4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1ccc(cc1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1ccc(C)cc1
Si4T-2FBT,1.6,CCCCCCCC[Si]1(CCCCCCCC)c2cc(C)sc2-c2sc3c4c(sc3c21)-c1sc(-c2c(F)c(F)c(C)c3nsnc23)cc1[Si]4(CCCCCCCC)CCCCCCCC,Cc1cc2c(s1)-c1sc3c4c(sc3c1[Si]2(C)C)-c1sc(cc1[Si]4(C)C)-c1c(F)c(F)c(-c2cc3c(s2)-c2sc4c5c(sc4c2[Si]3(C)C)-c2sc(cc2[Si]5(C)C)-c2c(F)c(F)c(C)c3nsnc23)c2nsnc12
PSEHTT,1.82,CCCCC(CC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(s4)-c4sc(C)cc4[Si]5(C[C@H](CC)CCCC)C[C@H](CC)CCCC)cc3C[C@H](CC)CCCC)nc2s1,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc2c(s1)-c1sc(C)cc1[Si]2(C)C
P-1,1.96,CCCCCCCC[Si]1(CCCCCCCC)c2cc3c(cc2-c2sc(C)cc21)[Si](CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(C)c4nsnc24)sc1-3,Cc1cc2c(s1)-c1cc3c(cc1[Si]2(C)C)-c1sc(cc1[Si]3(C)C)-c1ccc(-c2cc3c(s2)-c2cc4c(cc2[Si]3(C)C)-c2sc(cc2[Si]4(C)C)-c2ccc(C)c3nsnc23)c2nsnc12
PPDTBT,1.72,CCCCCCCCC(CCCCCC)COc1cc(-c2ccc(-c3ccc(C)c4nsnc34)s2)c(OCC(CCCCCC)CCCCCCCC)cc1-c1ccc(C)s1,COc1cc(-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3cc(OC)c(cc3OC)-c3ccc(s3)-c3ccc(C)c4nsnc34)c3nsnc23)c(OC)cc1-c1ccc(C)s1
PPDTFBT,1.72,CCCCCCCCC(CCCCCC)COc1cc(-c2ccc(-c3c(F)cc(C)c4nsnc34)s2)c(OCC(CCCCCC)CCCCCCCC)cc1-c1ccc(C)s1,COc1cc(-c2ccc(s2)-c2c(F)cc(-c3ccc(s3)-c3cc(OC)c(cc3OC)-c3ccc(s3)-c3c(F)cc(C)c4nsnc34)c3nsnc23)c(OC)cc1-c1ccc(C)s1
PPDT2FBT,1.76,CCCCCCCCC(CCCCCC)COc1cc(-c2ccc(-c3c(F)c(F)c(C)c4nsnc34)s2)c(OCC(CCCCCC)CCCCCCCC)cc1-c1ccc(C)s1,COc1cc(-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3cc(OC)c(cc3OC)-c3ccc(s3)-c3c(F)c(F)c(C)c4nsnc34)c3nsnc23)c(OC)cc1-c1ccc(C)s1
